CustomerKey,CustomerAlternateKey,(No column name),EmailAddress,GeographyKey
11420,AW00011420,Jordan C Turner,jordan59@adventure-works.com,189
11421,AW00011421,Amy C Sun,amy19@adventure-works.com,172
11422,AW00011422,Dustin F Deng,dustin1@adventure-works.com,268
11423,AW00011423,Jasmine  Stewart,jasmine22@adventure-works.com,147
11424,AW00011424,Pamela S Garcia,pamela18@adventure-works.com,164
11425,AW00011425,Ariana D Gray,ariana5@adventure-works.com,184
11426,AW00011426,Kristopher  Mehta,kristopher12@adventure-works.com,156
11427,AW00011427,Desiree S Dominguez,desiree9@adventure-works.com,168
11428,AW00011428,Deanna  Perez,deanna24@adventure-works.com,173
11429,AW00011429,Marco  Lopez,marco17@adventure-works.com,218
11430,AW00011430,Casey K Yuan,casey7@adventure-works.com,155
11431,AW00011431,Bryant  Garcia,bryant14@adventure-works.com,120
11432,AW00011432,Dominique L Prasad,dominique7@adventure-works.com,206
11433,AW00011433,Maurice M Shan,maurice11@adventure-works.com,224
11434,AW00011434,Andre  Lopez,andre16@adventure-works.com,274
11435,AW00011435,Robin  Romero,robin5@adventure-works.com,168
11436,AW00011436,Taylor  Cox,taylor13@adventure-works.com,273
11437,AW00011437,Alfredo  Moreno,alfredo7@adventure-works.com,190
11438,AW00011438,Jenny  Nara,jenny39@adventure-works.com,162
11439,AW00011439,Janet  Munoz,janet12@adventure-works.com,217
11440,AW00011440,Sergio C Weber,sergio4@adventure-works.com,187
11441,AW00011441,Erika  Gomez,erika0@adventure-works.com,192
11442,AW00011442,Joseph D Harris,joseph20@adventure-works.com,224
11443,AW00011443,Grace  Griffin,grace67@adventure-works.com,31
11444,AW00011444,Tina C Mehta,tina15@adventure-works.com,32
11445,AW00011445,Kari S Kim,kari3@adventure-works.com,15
11446,AW00011446,Bethany K Chander,bethany19@adventure-works.com,5
11447,AW00011447,Jennifer  Roberts,jennifer15@adventure-works.com,25
11448,AW00011448,Kyle  Patterson,kyle5@adventure-works.com,35
11449,AW00011449,Alvin E Hu,alvin19@adventure-works.com,37
11450,AW00011450,Brett  Mehta,brett13@adventure-works.com,28
11451,AW00011451,Ruben L Muñoz,ruben30@adventure-works.com,10
11452,AW00011452,Erika A Rubio,erika18@adventure-works.com,21
11453,AW00011453,Stanley H Malhotra,stanley5@adventure-works.com,31
11454,AW00011454,Melinda  Navarro,melinda5@adventure-works.com,35
11455,AW00011455,Ross  Sanz,ross38@adventure-works.com,36
11456,AW00011456,Jon C Gao,jon35@adventure-works.com,17
11457,AW00011457,Jaime C Gutierrez,jaime12@adventure-works.com,19
11458,AW00011458,Bianca K Liu,bianca3@adventure-works.com,16
11459,AW00011459,Tasha  Deng,tasha1@adventure-works.com,13
11460,AW00011460,Melvin R Chande,melvin13@adventure-works.com,33
11461,AW00011461,Victor  Jimenez,victor7@adventure-works.com,6
11462,AW00011462,Laura L Lin,laura14@adventure-works.com,8
11463,AW00011463,Alisha E Beck,alisha45@adventure-works.com,28
11464,AW00011464,Alejandro  Huang,alejandro8@adventure-works.com,38
11465,AW00011465,Louis  Luo,louis23@adventure-works.com,23
11466,AW00011466,Grant H Tang,grant6@adventure-works.com,6
11467,AW00011467,Arturo C Zheng,arturo21@adventure-works.com,17
11468,AW00011468,Jaclyn  Andersen,jaclyn37@adventure-works.com,278
11469,AW00011469,Edwin  Raji,edwin44@adventure-works.com,278
11470,AW00011470,Jay C Suarez,jay49@adventure-works.com,177
11471,AW00011471,Latasha  Suarez,latasha19@adventure-works.com,207
11472,AW00011472,Kenneth  Kumar,kenneth7@adventure-works.com,24
11473,AW00011473,Grace M Henderson,grace52@adventure-works.com,221
11474,AW00011474,Melvin A Xu,melvin5@adventure-works.com,265
11475,AW00011475,Cesar L Subram,cesar12@adventure-works.com,251
11476,AW00011476,Erika K Navarro,erika7@adventure-works.com,241
11477,AW00011477,Tristan  Hughes,tristan12@adventure-works.com,127
11478,AW00011478,Billy C Hernandez,billy5@adventure-works.com,218
11479,AW00011479,Darryl L Wu,darryl6@adventure-works.com,182
11480,AW00011480,Colleen A Ma,colleen16@adventure-works.com,224
11481,AW00011481,Erica  Hu,erica19@adventure-works.com,156
11482,AW00011482,Adrienne C Torres,adrienne8@adventure-works.com,272
11483,AW00011483,Calvin E Chande,calvin13@adventure-works.com,199
11484,AW00011484,Erick L Sai,erick5@adventure-works.com,171
11485,AW00011485,Donald  Chandra,donald4@adventure-works.com,237
11486,AW00011486,Ariana F Rogers,ariana17@adventure-works.com,117
11487,AW00011487,Morgan C Jones,morgan26@adventure-works.com,186
11488,AW00011488,Jermaine  Lopez,jermaine15@adventure-works.com,256
11489,AW00011489,Deborah S Goel,deborah21@adventure-works.com,262
11490,AW00011490,Danny  Rubio,danny22@adventure-works.com,217
11491,AW00011491,Andre  Perez,andre20@adventure-works.com,255
11492,AW00011492,Terrence C Chander,terrence16@adventure-works.com,115
11493,AW00011493,Dawn T Wu,dawn8@adventure-works.com,255
11494,AW00011494,Jimmy M Gutierrez,jimmy14@adventure-works.com,267
11495,AW00011495,Francis  Jimenez,francis3@adventure-works.com,154
11496,AW00011496,Gary  Ortega,gary31@adventure-works.com,272
11497,AW00011497,Katrina R Nath,katrina17@adventure-works.com,261
11498,AW00011498,Arturo C Sun,arturo14@adventure-works.com,49
11499,AW00011499,Pedro A Vance,pedro4@adventure-works.com,311
11500,AW00011500,Sarah V Simmons,sarah40@adventure-works.com,52
11501,AW00011501,Brandy P Chandra,brandy20@adventure-works.com,49
11502,AW00011502,Jared  Peterson,jared8@adventure-works.com,63
11503,AW00011503,Dennis G Wu,dennis8@adventure-works.com,312
11504,AW00011504,Jordan P Baker,jordan45@adventure-works.com,315
11505,AW00011505,Jasmine A Powell,jasmine48@adventure-works.com,43
11506,AW00011506,Nicholas S Brown,nicholas6@adventure-works.com,60
11507,AW00011507,Isabella A Russell,isabella30@adventure-works.com,69
11508,AW00011508,Elizabeth R Wilson,elizabeth11@adventure-works.com,626
11509,AW00011509,Roger  Harui,roger4@adventure-works.com,347
11510,AW00011510,Seth H Roberts,seth40@adventure-works.com,54
11511,AW00011511,Caleb  Perry,caleb4@adventure-works.com,543
11512,AW00011512,Natalie L Campbell,natalie50@adventure-works.com,59
11513,AW00011513,Alyssa A Howard,alyssa38@adventure-works.com,62
11514,AW00011514,Dalton  Diaz,dalton67@adventure-works.com,642
11515,AW00011515,Shannon H Huang,shannon6@adventure-works.com,301
11516,AW00011516,Mya  Gonzales,mya17@adventure-works.com,310
11517,AW00011517,Katherine A Bryant,katherine44@adventure-works.com,355
11518,AW00011518,Edward  Washington,edward62@adventure-works.com,545
11519,AW00011519,Jerome B Navarro,jerome8@adventure-works.com,49
11520,AW00011520,Jada A Morgan,jada14@adventure-works.com,60
11521,AW00011521,Ariana  Peterson,ariana4@adventure-works.com,644
11522,AW00011522,Christian J Hughes,christian26@adventure-works.com,546
11523,AW00011523,Lucas V Taylor,lucas22@adventure-works.com,54
11524,AW00011524,Alyssa L Jackson,alyssa11@adventure-works.com,374
11525,AW00011525,Ariana  Cook,ariana19@adventure-works.com,543
11526,AW00011526,Katherine P Diaz,katherine48@adventure-works.com,70
11527,AW00011527,Jenna J Green,jenna14@adventure-works.com,361
11528,AW00011528,Joan  Washington,joan7@adventure-works.com,325
11529,AW00011529,Austin L Bryant,austin14@adventure-works.com,547
11530,AW00011530,Andrew C Martinez,andrew24@adventure-works.com,54
11531,AW00011531,Nina R Yuan,nina7@adventure-works.com,300
11532,AW00011532,Lauren  Miller,lauren24@adventure-works.com,634
11533,AW00011533,Ebony E Gill,ebony35@adventure-works.com,280
11534,AW00011534,Cameron M Lewis,cameron39@adventure-works.com,337
11535,AW00011535,Devin  Nelson,devin32@adventure-works.com,543
11536,AW00011536,Logan J Chow,logan25@adventure-works.com,322
11537,AW00011537,Dakota  Ross,dakota3@adventure-works.com,310
11538,AW00011538,Nicole B Taylor,nicole9@adventure-works.com,352
11539,AW00011539,Justin  Washington,justin10@adventure-works.com,311
11540,AW00011540,Alberto C Navarro,alberto11@adventure-works.com,312
11541,AW00011541,Aidan D Ross,aidan4@adventure-works.com,547
11542,AW00011542,Alejandro L Tang,alejandro30@adventure-works.com,278
11543,AW00011543,Sheena  Chande,sheena13@adventure-works.com,201
11544,AW00011544,Joel A Garcia,joel14@adventure-works.com,127
11545,AW00011545,Reginald  Dominguez,reginald20@adventure-works.com,200
11546,AW00011546,Christine  Chande,christine10@adventure-works.com,189
11547,AW00011547,Cindy E Sai,cindy6@adventure-works.com,201
11548,AW00011548,Raymond  Sanchez,raymond21@adventure-works.com,230
11549,AW00011549,Crystal J Liang,crystal17@adventure-works.com,257
11550,AW00011550,Deb  Torres,deb4@adventure-works.com,263
11551,AW00011551,Shannon  Alvarez,shannon26@adventure-works.com,215
11552,AW00011552,Eddie L Rubio,eddie21@adventure-works.com,135
11553,AW00011553,Sharon D Luo,sharon12@adventure-works.com,266
11554,AW00011554,Sydney  Simmons,sydney37@adventure-works.com,224
11555,AW00011555,Alexandria R Henderson,alexandria5@adventure-works.com,237
11556,AW00011556,Lucas J Evans,lucas10@adventure-works.com,271
11557,AW00011557,Felicia  Ramos,felicia16@adventure-works.com,278
11558,AW00011558,Ivan E Malhotra,ivan3@adventure-works.com,276
11559,AW00011559,Frederick M Subram,frederick12@adventure-works.com,161
11560,AW00011560,Whitney  Srini,whitney7@adventure-works.com,248
11561,AW00011561,Briana  Dominguez,briana12@adventure-works.com,159
11562,AW00011562,Jarrod  Gonzalez,jarrod17@adventure-works.com,158
11563,AW00011563,Cesar  Srini,cesar7@adventure-works.com,247
11564,AW00011564,Jorge L Liang,jorge19@adventure-works.com,146
11565,AW00011565,Erik S Diaz,erik4@adventure-works.com,229
11566,AW00011566,April L Shan,april8@adventure-works.com,226
11567,AW00011567,Carla  Perez,carla24@adventure-works.com,165
11568,AW00011568,Alexia  Foster,alexia13@adventure-works.com,236
11569,AW00011569,Troy  Malhotra,troy5@adventure-works.com,274
11570,AW00011570,Kristin K Andersen,kristin14@adventure-works.com,124
11571,AW00011571,Joel  Sai,joel5@adventure-works.com,183
11572,AW00011572,Billy  Moreno,billy8@adventure-works.com,186
11573,AW00011573,Meagan W Subram,meagan13@adventure-works.com,276
11574,AW00011574,Karla V Luo,karla6@adventure-works.com,274
11575,AW00011575,Jackson  Campbell,jackson37@adventure-works.com,243
11576,AW00011576,Micah V Zhu,micah1@adventure-works.com,185
11577,AW00011577,Janet  Serrano,janet22@adventure-works.com,194
11578,AW00011578,Trisha  Huang,trisha0@adventure-works.com,222
11579,AW00011579,Clayton  Beck,clayton38@adventure-works.com,272
11580,AW00011580,Melvin  Raje,melvin12@adventure-works.com,230
11581,AW00011581,Cindy  Jordan,cindy2@adventure-works.com,193
11582,AW00011582,Claudia E Ma,claudia14@adventure-works.com,222
11583,AW00011583,Karla M Xu,karla5@adventure-works.com,207
11584,AW00011584,Devin J Carter,devin33@adventure-works.com,171
11585,AW00011585,Kari L Perez,kari21@adventure-works.com,231
11586,AW00011586,Alberto  Romero,alberto10@adventure-works.com,278
11587,AW00011587,Kevin  Bryant,kevin20@adventure-works.com,184
11588,AW00011588,Candace  Mehta,candace14@adventure-works.com,223
11589,AW00011589,Ebony  Malhotra,ebony4@adventure-works.com,257
11590,AW00011590,Erika F Diaz,erika2@adventure-works.com,221
11591,AW00011591,Stacey W Lu,stacey12@adventure-works.com,209
11592,AW00011592,Darrell T Raji,darrell9@adventure-works.com,198
11593,AW00011593,Armando  Moreno,armando6@adventure-works.com,183
11594,AW00011594,Corey  Goel,corey16@adventure-works.com,213
11595,AW00011595,Sebastian  Howard,sebastian12@adventure-works.com,117
11596,AW00011596,Roger E Raje,roger41@adventure-works.com,267
11597,AW00011597,Janelle C Chandra,janelle2@adventure-works.com,225
11598,AW00011598,Meredith B Ruiz,meredith24@adventure-works.com,174
11599,AW00011599,Melody  Diaz,melody3@adventure-works.com,211
11600,AW00011600,Linda D Rubio,linda36@adventure-works.com,218
11601,AW00011601,Ivan S Raman,ivan8@adventure-works.com,209
11602,AW00011602,Larry  Gill,larry16@adventure-works.com,135
11603,AW00011603,Geoffrey  Gonzalez,geoffrey16@adventure-works.com,244
11604,AW00011604,Edgar  Sanchez,edgar21@adventure-works.com,275
11605,AW00011605,Heidi L Subram,heidi15@adventure-works.com,176
11606,AW00011606,Melody  Ramos,melody17@adventure-works.com,212
11607,AW00011607,Clinton H Moreno,clinton3@adventure-works.com,202
11608,AW00011608,Cesar E Madan,cesar6@adventure-works.com,217
11609,AW00011609,Eugene E Ye,eugene13@adventure-works.com,277
11610,AW00011610,Blake  Collins,blake47@adventure-works.com,269
11611,AW00011611,Ernest  Lin,ernest7@adventure-works.com,183
11612,AW00011612,Keith  Andersen,keith16@adventure-works.com,230
11613,AW00011613,Meredith M Prasad,meredith8@adventure-works.com,158
11614,AW00011614,Katrina M Sharma,katrina8@adventure-works.com,172
11615,AW00011615,Dwayne H Navarro,dwayne9@adventure-works.com,242
11616,AW00011616,Casey  Nath,casey20@adventure-works.com,260
11617,AW00011617,Sean  Brooks,sean8@adventure-works.com,326
11618,AW00011618,Brian M Ramirez,brian19@adventure-works.com,49
11619,AW00011619,Sierra J Young,sierra15@adventure-works.com,69
11620,AW00011620,Megan M Rodriguez,megan23@adventure-works.com,609
11621,AW00011621,Leah R She,leah19@adventure-works.com,611
11622,AW00011622,Gabriel  Allen,gabriel53@adventure-works.com,623
11623,AW00011623,Angela  Perry,angela10@adventure-works.com,322
11624,AW00011624,Ryan C Smith,ryan39@adventure-works.com,339
11625,AW00011625,Zachary S Moore,zachary37@adventure-works.com,352
11626,AW00011626,Destiny  Rogers,destiny26@adventure-works.com,360
11627,AW00011627,Dalton  Gray,dalton76@adventure-works.com,372
11628,AW00011628,Mariah M Wood,mariah6@adventure-works.com,298
11629,AW00011629,Isaiah D Wright,isaiah45@adventure-works.com,345
11630,AW00011630,Haley  Powell,haley27@adventure-works.com,637
11631,AW00011631,Antonio C Bennett,antonio1@adventure-works.com,52
11632,AW00011632,Alexandra D Jenkins,alexandra30@adventure-works.com,51
11633,AW00011633,Thomas  Anderson,thomas71@adventure-works.com,612
11634,AW00011634,Samuel  Collins,samuel33@adventure-works.com,633
11635,AW00011635,Darrell  Chande,darrell4@adventure-works.com,300
11636,AW00011636,Kimberly K Cox,kimberly14@adventure-works.com,314
11637,AW00011637,Morgan  Hernandez,morgan15@adventure-works.com,338
11638,AW00011638,Antonio E Powell,antonio8@adventure-works.com,339
11639,AW00011639,Angelica  Perry,angelica7@adventure-works.com,339
11640,AW00011640,Chloe A Wilson,chloe40@adventure-works.com,51
11641,AW00011641,James D Chen,james41@adventure-works.com,49
11642,AW00011642,Morgan T Hughes,morgan81@adventure-works.com,59
11643,AW00011643,Naomi L Munoz,naomi7@adventure-works.com,612
11644,AW00011644,Charles S Torres,charles52@adventure-works.com,634
11645,AW00011645,Gabriella M Turner,gabriella27@adventure-works.com,548
11646,AW00011646,Anna A Foster,anna41@adventure-works.com,612
11647,AW00011647,Randy J Wu,randy8@adventure-works.com,49
11648,AW00011648,Kevin R Scott,kevin50@adventure-works.com,307
11649,AW00011649,Ian M White,ian12@adventure-works.com,345
11650,AW00011650,Caleb  Hayes,caleb19@adventure-works.com,325
11651,AW00011651,Patricia  Garcia,patricia18@adventure-works.com,49
11652,AW00011652,Samuel V Russell,samuel19@adventure-works.com,68
11653,AW00011653,Sydney  Peterson,sydney15@adventure-works.com,543
11654,AW00011654,Ariana C Sanchez,ariana22@adventure-works.com,298
11655,AW00011655,Tamara  Sharma,tamara21@adventure-works.com,311
11656,AW00011656,Katelyn K Perez,katelyn35@adventure-works.com,329
11657,AW00011657,Megan A Cox,megan39@adventure-works.com,347
11658,AW00011658,Robert  Mitchell,robert53@adventure-works.com,348
11659,AW00011659,Miguel  Adams,miguel32@adventure-works.com,66
11660,AW00011660,Miranda  Gonzales,miranda17@adventure-works.com,60
11661,AW00011661,Jeremiah S James,jeremiah39@adventure-works.com,49
11662,AW00011662,Ethan  Kumar,ethan24@adventure-works.com,545
11663,AW00011663,Seth A Williams,seth2@adventure-works.com,644
11664,AW00011664,Alyssa L Morgan,alyssa30@adventure-works.com,302
11665,AW00011665,Janet  Dominguez,janet18@adventure-works.com,307
11666,AW00011666,Angel  Baker,angel30@adventure-works.com,374
11667,AW00011667,Blake S Moore,blake7@adventure-works.com,644
11668,AW00011668,Jada C Collins,jada15@adventure-works.com,300
11669,AW00011669,Isabella  Simmons,isabella25@adventure-works.com,642
11670,AW00011670,Jacqueline  Perry,jacqueline8@adventure-works.com,326
11671,AW00011671,Jessica L Brown,jessica51@adventure-works.com,316
11672,AW00011672,Chad C Jai,chad13@adventure-works.com,300
11673,AW00011673,Susan C Ye,susan19@adventure-works.com,612
11674,AW00011674,Morgan B Rogers,morgan49@adventure-works.com,385
11675,AW00011675,Devin J Martinez,devin16@adventure-works.com,616
11676,AW00011676,Alan  Hu,alan24@adventure-works.com,475
11677,AW00011677,Charles  Walker,charles27@adventure-works.com,50
11678,AW00011678,Johnny A Chavez,johnny16@adventure-works.com,654
11679,AW00011679,Dalton W Richardson,dalton80@adventure-works.com,633
11680,AW00011680,Kaylee E Nelson,kaylee31@adventure-works.com,634
11681,AW00011681,Abigail E Jones,abigail50@adventure-works.com,641
11682,AW00011682,Kaitlyn  Hall,kaitlyn46@adventure-works.com,642
11683,AW00011683,Greg M Taylor,greg10@adventure-works.com,316
11684,AW00011684,Devin  Parker,devin40@adventure-works.com,634
11685,AW00011685,Jose A Griffin,jose15@adventure-works.com,545
11686,AW00011686,Luke C Edwards,luke33@adventure-works.com,325
11687,AW00011687,Cody  Torres,cody5@adventure-works.com,331
11688,AW00011688,Victoria A Morris,victoria26@adventure-works.com,638
11689,AW00011689,Ian D Diaz,ian62@adventure-works.com,614
11690,AW00011690,Caroline  Butler,caroline15@adventure-works.com,632
11691,AW00011691,Kaitlyn  Wilson,kaitlyn29@adventure-works.com,329
11692,AW00011692,Caleb A Gonzales,caleb14@adventure-works.com,301
11693,AW00011693,Hailey W Diaz,hailey42@adventure-works.com,50
11694,AW00011694,Jonathon L Ortega,jonathon16@adventure-works.com,310
11695,AW00011695,Logan  Campbell,logan33@adventure-works.com,300
11696,AW00011696,Mackenzie T Campbell,mackenzie29@adventure-works.com,642
11697,AW00011697,Eduardo  Lee,eduardo21@adventure-works.com,348
11698,AW00011698,Jackson  Wright,jackson51@adventure-works.com,53
